Year,Sanctuary,Status,Site,Observer,Replicate,Sampling.location,Depth,Time,Complexity,Algal.cover,Sample,Latitude,Longitude,Successful.count,Successful.length,Date,Location
2017,Armstrong Bay,Fished,Parakeet Bay,3,7,East inner reef,1,12:00:00,3,3,1452,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,3,8,East inner reef,1,12:00:00,3,3,1453,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,3,9,East inner reef,1,12:00:00,3,3,1454,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,3,10,East inner reef,1,12:00:00,3,3,1455,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,1,Inner inner east,1,12:00:00,4,3,1456,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,2,Inner inner east,1,12:00:00,3,3,1457,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,3,Inner inner east,1,12:00:00,1,2,1458,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,4,Inner inner east,1,12:00:00,2,1,1459,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,5,Inner inner east,1,12:00:00,1,2,1460,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,6,Inner inner east,1,12:00:00,1,3,1461,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,7,Inner inner east,1,12:00:00,1,2,1462,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,8,Inner inner east,1,12:00:00,2,3,1463,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,9,Inner inner east,1,12:00:00,1,0,1464,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Parakeet Bay,4,10,Inner inner east,1,12:00:00,2,1,1465,-31.988916,115.5158,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,1,inner east,1,12:00:00,1,3,1466,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,2,inner east,1,12:00:00,4,3,1467,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,3,inner east,1,12:00:00,2,3,1468,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,4,inner east,1,12:00:00,3,3,1469,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,5,inner east,1,12:00:00,1,3,1470,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,6,inner east,1,12:00:00,3,3,1471,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,7,inner east,1,12:00:00,1,3,1472,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,8,inner east,1,12:00:00,3,2,1473,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,9,inner east,1,12:00:00,3,3,1474,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,1,10,inner east,1,12:00:00,3,2,1475,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,1,Central outer,1,12:00:00,3,3,1476,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,2,Central outer,1,12:00:00,3,3,1477,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,3,Central outer,1,12:00:00,4,3,1478,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,4,Central outer,1,12:00:00,3,3,1479,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,5,Central outer,1,12:00:00,2,3,1480,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,6,Central outer,1,12:00:00,2,3,1481,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,7,Central outer,1,12:00:00,3,3,1482,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,8,Central outer,1,12:00:00,3,3,1483,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,9,Central outer,1,12:00:00,1,3,1484,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,2,10,Central outer,1,12:00:00,3,3,1485,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,1,Central inner reef,1,12:00:00,2,3,1486,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,2,Central inner reef,1,12:00:00,2,3,1487,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,3,Central inner reef,1,12:00:00,3,3,1488,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,4,Central inner reef,1,12:00:00,3,3,1489,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,5,Central inner reef,1,12:00:00,1,3,1490,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,6,Central inner reef,1,12:00:00,4,3,1491,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,7,Central inner reef,1,12:00:00,3,1,1492,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,8,Central inner reef,1,12:00:00,3,1,1493,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,9,Central inner reef,1,12:00:00,3,1,1494,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,3,10,Central inner reef,1,12:00:00,4,3,1495,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,1,West IN,1,12:00:00,1,3,1496,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,2,West IN,1,12:00:00,3,1,1497,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,3,West IN,1,12:00:00,1,3,1498,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,4,West IN,1,12:00:00,1,3,1499,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,5,West IN,1,12:00:00,1,3,1500,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,6,West IN,1,12:00:00,4,3,1501,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,7,West IN,1,12:00:00,3,3,1502,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,8,West IN,1,12:00:00,1,1,1503,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,9,West IN,1,12:00:00,4,3,1504,-31.999667,115.48882,Yes,Yes,20170127,
2017,Armstrong Bay,Fished,Ricey Beach,4,10,West IN,1,12:00:00,3,3,1505,-31.999667,115.48882,Yes,Yes,20170127,
2017,Green Island,No-take,Green Island,1,1,Outer East,1,12:00:00,3,3,1506,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,1,2,Outer East,1,12:00:00,3,1,1507,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,1,3,Outer East,1,12:00:00,2,3,1508,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,1,4,Outer East,1,12:00:00,2,3,1509,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,1,5,Outer East,1,12:00:00,3,1,1510,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,1,6,Outer East,1,12:00:00,3,1,1511,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,1,7,Outer East,1,12:00:00,2,3,1512,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,1,8,Outer East,1,12:00:00,1,1,1513,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,1,9,Outer East,1,12:00:00,3,1,1514,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,1,10,Outer East,1,12:00:00,2,3,1515,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,1,Outer central,1,12:00:00,3,1,1516,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,2,Outer central,1,12:00:00,3,1,1517,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,3,Outer central,1,12:00:00,3,1,1518,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,4,Outer central,1,12:00:00,3,1,1519,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,5,Outer central,1,12:00:00,3,3,1520,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,6,Outer central,1,12:00:00,3,1,1521,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,7,Outer central,1,12:00:00,2,1,1522,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,8,Outer central,1,12:00:00,2,1,1523,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,9,Outer central,1,12:00:00,3,3,1524,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,2,10,Outer central,1,12:00:00,3,2,1525,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,1,Inner West,1,12:00:00,3,3,1526,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,2,Inner West,1,12:00:00,2,3,1527,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,3,Inner West,1,12:00:00,3,3,1528,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,4,Inner West,1,12:00:00,3,3,1529,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,5,Inner West,1,12:00:00,2,1,1530,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,6,Inner West,1,12:00:00,3,1,1531,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,7,Inner West,1,12:00:00,3,1,1532,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,8,Inner West,1,12:00:00,2,1,1533,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,9,Inner West,1,12:00:00,3,1,1534,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,3,10,Inner West,1,12:00:00,3,1,1535,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,1,Center West,1,12:00:00,1,1,1536,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,2,Center West,1,12:00:00,4,1,1537,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,3,Center West,1,12:00:00,4,2,1538,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,4,Center West,1,12:00:00,1,1,1539,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,5,Center West,1,12:00:00,1,3,1540,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,6,Center West,1,12:00:00,1,1,1541,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,7,Center West,1,12:00:00,1,2,1542,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,8,Center West,1,12:00:00,3,2,1543,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,9,Center West,1,12:00:00,4,2,1544,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Green Island,4,10,Center West,1,12:00:00,1,1,1545,-32.016548,115.499102,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,1,Outer East,1,12:00:00,3,1,1546,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,2,Outer East,1,12:00:00,3,1,1547,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,3,Outer East,1,12:00:00,2,3,1548,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,4,Outer East,1,12:00:00,4,1,1549,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,5,Outer East,1,12:00:00,2,3,1550,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,6,Outer East,1,12:00:00,4,1,1551,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,7,Outer East,1,12:00:00,2,3,1552,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,8,Outer East,1,12:00:00,4,1,1553,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,9,Outer East,1,12:00:00,1,3,1554,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,1,10,Outer East,1,12:00:00,4,1,1555,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,1,Inner East,1,12:00:00,2,3,1556,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,2,Inner East,1,12:00:00,2,3,1557,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,3,Inner East,1,12:00:00,2,3,1558,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,4,Inner East,1,12:00:00,2,3,1559,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,5,Inner East,1,12:00:00,3,3,1560,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,6,Inner East,1,12:00:00,2,1,1561,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,7,Inner East,1,12:00:00,2,1,1562,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,8,Inner East,1,12:00:00,2,1,1563,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,9,Inner East,1,12:00:00,4,1,1564,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,2,10,Inner East,1,12:00:00,2,1,1565,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,1,Central,1,12:00:00,3,3,1566,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,2,Central,1,12:00:00,2,3,1567,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,3,Central,1,12:00:00,3,3,1568,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,4,Central,1,12:00:00,2,3,1569,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,5,Central,1,12:00:00,3,3,1570,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,6,Central,1,12:00:00,3,2,1571,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,7,Central,1,12:00:00,1,2,1572,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,8,Central,1,12:00:00,3,2,1573,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,9,Central,1,12:00:00,3,3,1574,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,3,10,Central,1,12:00:00,2,2,1575,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,1,Outer West,1,12:00:00,3,0,1576,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,2,Outer West,1,12:00:00,4,3,1577,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,3,Outer West,1,12:00:00,1,1,1578,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,4,Outer West,1,12:00:00,1,3,1579,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,5,Outer West,1,12:00:00,1,3,1580,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,6,Outer West,1,12:00:00,4,2,1581,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,7,Outer West,1,12:00:00,0,1,1582,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,8,Outer West,1,12:00:00,1,3,1583,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,9,Outer West,1,12:00:00,1,2,1584,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,No-take,Mary Cove,4,10,Outer West,1,12:00:00,1,2,1585,-32.01857,115.491195,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,1,Mid East,1,12:00:00,2,3,1586,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,2,Mid East,1,12:00:00,3,3,1587,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,3,Mid East,1,12:00:00,1,3,1588,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,4,Mid East,1,12:00:00,4,3,1589,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,5,Mid East,1,12:00:00,4,3,1590,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,6,Mid East,1,12:00:00,0,3,1591,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,7,Mid East,1,12:00:00,1,3,1592,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,8,Mid East,1,12:00:00,1,1,1593,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,9,Mid East,1,12:00:00,2,3,1594,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,1,10,Mid East,1,12:00:00,2,3,1595,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,1,East,1,12:00:00,2,1,1596,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,2,East,1,12:00:00,2,3,1597,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,3,East,1,12:00:00,2,3,1598,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,4,East,1,12:00:00,2,3,1599,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,5,East,1,12:00:00,4,1,1600,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,6,East,1,12:00:00,2,1,1601,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,7,East,1,12:00:00,3,1,1602,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,8,East,1,12:00:00,3,1,1603,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,9,East,1,12:00:00,1,1,1604,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,2,10,East,1,12:00:00,1,1,1605,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,1,Inner West,1,12:00:00,2,3,1606,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,2,Inner West,1,12:00:00,4,3,1607,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,3,Inner West,1,12:00:00,1,1,1608,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,4,Inner West,1,12:00:00,1,3,1609,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,5,Inner West,1,12:00:00,1,3,1610,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,6,Inner West,1,12:00:00,1,1,1611,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,7,Inner West,1,12:00:00,1,3,1612,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,8,Inner West,1,12:00:00,4,3,1613,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,9,Inner West,1,12:00:00,3,3,1614,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,3,10,Inner West,1,12:00:00,1,1,1615,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,1,Small Pool Inner West,1,12:00:00,1,3,1616,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,2,Small Pool Inner West,1,12:00:00,1,3,1617,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,3,Small Pool Inner West,1,12:00:00,1,3,1618,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,4,Small Pool Inner West,1,12:00:00,2,1,1619,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,5,Small Pool Inner West,1,12:00:00,2,2,1620,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,6,Small Pool Inner West,1,12:00:00,1,1,1621,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,7,Small Pool Inner West,1,12:00:00,2,0,1622,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,8,Small Pool Inner West,1,12:00:00,1,0,1623,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,9,Small Pool Inner West,1,12:00:00,4,0,1624,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,Strickland Bay,4,10,Small Pool Inner West,1,12:00:00,1,0,1625,-32.017462,115.473186,Yes,Yes,20170128,
2017,Green Island,Fished,West Salmon,1,1,NA,1,12:00:00,4,1,1626,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,1,2,NA,1,12:00:00,3,1,1627,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,1,3,NA,1,12:00:00,0,3,1628,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,1,4,NA,1,12:00:00,4,1,1629,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,1,5,NA,1,12:00:00,1,1,1630,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,1,6,NA,1,12:00:00,1,3,1631,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,1,7,NA,1,12:00:00,1,1,1632,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,1,8,NA,1,12:00:00,2,1,1633,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,1,9,NA,1,12:00:00,2,3,1634,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,1,10,NA,1,12:00:00,3,1,1635,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,1,Inner west,1,12:00:00,1,2,1636,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,2,NA,1,12:00:00,1,3,1637,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,3,NA,1,12:00:00,3,3,1638,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,4,NA,1,12:00:00,3,2,1639,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,5,NA,1,12:00:00,1,2,1640,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,6,NA,1,12:00:00,2,3,1641,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,7,NA,1,12:00:00,3,3,1642,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,8,NA,1,12:00:00,2,3,1643,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,9,NA,1,12:00:00,4,2,1644,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,2,10,NA,1,12:00:00,3,3,1645,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,1,NA,1,12:00:00,2,1,1646,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,2,NA,1,12:00:00,1,3,1647,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,3,NA,1,12:00:00,2,3,1648,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,4,NA,1,12:00:00,4,3,1649,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,5,NA,1,12:00:00,1,3,1650,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,6,NA,1,12:00:00,3,1,1651,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,7,NA,1,12:00:00,2,1,1652,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,8,NA,1,12:00:00,2,3,1653,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,9,NA,1,12:00:00,1,1,1654,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,3,10,NA,1,12:00:00,1,1,1655,-32.014351,115.50276,Yes,Yes,20170129,
2017,Green Island,Fished,West Salmon,4,1,North east,1,12:00:00,1,2,1656,-32.014351,115.50276,Yes,Yes,20170129,
