Year,Sanctuary,Status,Site,Observer,Replicate,Depth,Time,Complexity,Algal.cover,Sample,Latitude,Longitude,Successful.count,Successful.length,Date,Location
2018,Green Island,No-take,Mary Cove,AHBMMMDL,1,1,12:00:00,3,3,1866,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,AHBMMMDL,2,1,12:00:00,4,3,1867,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,AHBMMMDL,3,1,12:00:00,4,2,1868,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,AHBMMMDL,4,1,12:00:00,2,2,1869,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,AHBMMMDL,5,1,12:00:00,1,3,1870,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,AHBMMMDL,6,1,12:00:00,2,3,1871,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,AHBMMMDL,7,1,12:00:00,1,3,1872,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,AHBMMMDL,8,1,12:00:00,3,1,1873,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,AHBMMMDL,9,1,12:00:00,4,3,1874,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,AHBMMMDL,10,1,12:00:00,2,1,1875,-32.01857,115.491195,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,CCHSCLSS,1,1,12:00:00,0,2,1876,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,CCHSCLSS,2,1,12:00:00,1,1,1877,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,CCHSCLSS,3,1,12:00:00,1,2,1878,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,CCHSCLSS,4,1,12:00:00,2,1,1879,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,CCHSCLSS,5,1,12:00:00,1,1,1880,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,CCHSCLSS,6,1,12:00:00,2,2,1881,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,CCHSCLSS,7,1,12:00:00,2,1,1882,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,CCHSCLSS,8,1,12:00:00,4,1,1883,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,CCHSCLSS,9,1,12:00:00,3,3,1884,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,MMAHBMDL,1,1,12:00:00,4,1,1885,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,MMAHBMDL,2,1,12:00:00,2,1,1886,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,MMAHBMDL,3,1,12:00:00,4,3,1887,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,MMAHBMDL,4,1,12:00:00,4,1,1888,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,MMAHBMDL,5,1,12:00:00,4,3,1889,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,MMAHBMDL,6,1,12:00:00,1,1,1890,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,MMAHBMDL,7,1,12:00:00,4,1,1891,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,MMAHBMDL,8,1,12:00:00,4,3,1892,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,MMAHBMDL,9,1,12:00:00,4,3,1893,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,1,1,12:00:00,3,3,1894,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,2,1,12:00:00,4,3,1895,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,3,1,12:00:00,4,3,1896,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,4,1,12:00:00,3,3,1897,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,5,1,12:00:00,2,3,1898,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,6,1,12:00:00,2,2,1899,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,7,1,12:00:00,4,1,1900,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,8,1,12:00:00,2,3,1901,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,9,1,12:00:00,2,1,1902,-31.994655,115.495719,Yes,Yes,20180120,
2018,Armstrong Bay,Fished,City of York,TWSHAJ,10,1,12:00:00,2,1,1903,-31.994655,115.495719,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,1,1,12:00:00,2,1,1904,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,2,1,12:00:00,3,1,1905,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,3,1,12:00:00,4,3,1906,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,4,1,12:00:00,4,3,1907,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,5,1,12:00:00,4,3,1908,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,6,1,12:00:00,4,3,1909,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,7,1,12:00:00,3,3,1910,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,8,1,12:00:00,3,3,1911,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,9,1,12:00:00,3,3,1912,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,TWSHAJ,10,1,12:00:00,4,1,1913,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,1,1,12:00:00,1,2,1914,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,2,1,12:00:00,2,3,1915,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,3,1,12:00:00,4,3,1916,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,4,1,12:00:00,2,3,1917,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,5,1,12:00:00,3,3,1918,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,6,1,12:00:00,2,3,1919,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,7,1,12:00:00,1,2,1920,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,8,1,12:00:00,3,2,1921,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,9,1,12:00:00,3,2,1922,-32.01857,115.491195,Yes,Yes,20180120,
2018,Green Island,No-take,Mary Cove,CCHSCLSS,10,1,12:00:00,1,1,1923,-32.01857,115.491195,Yes,Yes,20180120,
2018,Parker Point,No-take,Salmon Bay,HZ,1,1,12:00:00,4,1,1924,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,2,1,12:00:00,4,3,1925,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,3,1,12:00:00,4,1,1926,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,4,1,12:00:00,3,2,1927,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,5,1,12:00:00,3,2,1928,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,6,1,12:00:00,3,2,1929,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,7,1,12:00:00,4,2,1930,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,8,1,12:00:00,3,2,1931,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,9,1,12:00:00,1,3,1932,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,10,1,12:00:00,2,3,1933,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,HZ,11,1,12:00:00,4,3,1934,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,1,1,12:00:00,4,1,1935,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,2,1,12:00:00,3,3,1936,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,3,1,12:00:00,2,3,1937,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,4,1,12:00:00,2,3,1938,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,5,1,12:00:00,2,3,1939,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,6,1,12:00:00,4,1,1940,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,7,1,12:00:00,2,3,1941,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,8,1,12:00:00,2,3,1942,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,9,1,12:00:00,4,3,1943,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,MMBMAH,10,1,12:00:00,4,1,1944,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,AJSHTW,1,1,12:00:00,4,3,1945,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,AJSHTW,2,1,12:00:00,4,3,1946,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,AJSHTW,3,1,12:00:00,3,3,1947,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,AJSHTW,4,1,12:00:00,4,3,1948,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,AJSHTW,5,1,12:00:00,4,3,1949,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,AJSHTW,6,1,12:00:00,4,3,1950,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,AJSHTW,7,1,12:00:00,4,3,1951,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,AJSHTW,8,1,12:00:00,2,3,1952,-32.021726,115.520259,Yes,Yes,20180121,
2018,Parker Point,No-take,Salmon Bay,AJSHTW,9,1,12:00:00,4,3,1953,-32.021726,115.520259,Yes,Yes,20180121,
2018,Armstrong Bay,No-take,Little Armstrong,AJSHTW,1,1,12:00:00,3,3,1954,-31.990553,115.505975,Yes,Yes,20180121,
2018,Armstrong Bay,No-take,Little Armstrong,AJSHTW,2,1,12:00:00,3,1,1955,-31.990553,115.505975,Yes,Yes,20180121,
